country_code,tech_id,year,generation_twh,capacity_gw,emissions_mtco2,lcoe_usd_per_mwh,name,region,income,net_zero_target,name_y,category,emission_factor_gco2_kwh,decade
DNK,1,2007,0.225,0.12,0.01,271.04,Denmark,Europe,High,2050,Solar PV,Renewable,45,2000s
DNK,2,2007,4.756,1.7,0.052,106.03,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2000s
DNK,3,2007,0.474,0.12,0.006,155.68,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2000s
DNK,4,2007,18.217,4.33,0.437,59.93,Denmark,Europe,High,2050,Hydropower,Renewable,24,2000s
DNK,5,2007,0.0,0.0,0.0,93.6,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2000s
DNK,6,2007,71.755,15.75,35.16,69.93,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2000s
DNK,7,2007,56.379,11.1,46.231,74.93,Denmark,Europe,High,2050,Coal,Fossil,820,2000s
DNK,1,2008,0.307,0.17,0.014,238.52,Denmark,Europe,High,2050,Solar PV,Renewable,45,2000s
DNK,2,2008,5.646,2.01,0.062,99.67,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2000s
DNK,3,2008,0.597,0.15,0.007,144.78,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2000s
DNK,4,2008,18.326,4.36,0.44,59.32,Denmark,Europe,High,2050,Hydropower,Renewable,24,2000s
DNK,5,2008,0.0,0.0,0.0,95.4,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2000s
DNK,6,2008,75.426,16.56,36.959,69.32,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2000s
DNK,7,2008,52.415,10.32,42.98,74.32,Denmark,Europe,High,2050,Coal,Fossil,820,2000s
DNK,1,2009,0.42,0.23,0.019,209.89,Denmark,Europe,High,2050,Solar PV,Renewable,45,2000s
DNK,2,2009,6.702,2.39,0.074,93.69,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2000s
DNK,3,2009,0.75,0.19,0.009,134.65,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2000s
DNK,4,2009,18.436,4.38,0.442,56.67,Denmark,Europe,High,2050,Hydropower,Renewable,24,2000s
DNK,5,2009,0.0,0.0,0.0,97.2,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2000s
DNK,6,2009,78.941,17.33,38.681,66.67,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2000s
DNK,7,2009,48.383,9.52,39.674,71.67,Denmark,Europe,High,2050,Coal,Fossil,820,2000s
DNK,1,2010,0.575,0.31,0.026,184.71,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2010,7.956,2.84,0.088,88.07,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2010,0.943,0.24,0.011,125.22,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2010,18.547,4.41,0.445,53.25,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2010,0.0,0.0,0.0,99.0,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2010,82.247,18.06,40.301,63.25,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2010,44.287,8.72,36.315,68.25,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2011,0.787,0.43,0.035,162.54,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2011,9.444,3.37,0.104,82.78,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2011,1.186,0.31,0.014,116.46,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2011,18.658,4.44,0.448,50.64,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2011,0.0,0.0,0.0,100.8,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2011,85.277,18.72,41.786,60.64,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2011,40.13,7.9,32.907,65.64,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2012,1.077,0.59,0.048,143.04,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2012,11.211,4.0,0.123,77.82,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2012,1.492,0.39,0.018,108.31,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2012,18.77,4.46,0.45,50.09,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2012,0.0,0.0,0.0,102.6,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2012,87.945,19.31,43.093,60.09,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2012,35.921,7.07,29.455,65.09,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2013,1.473,0.8,0.066,125.87,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2013,13.308,4.75,0.146,73.15,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2013,1.876,0.49,0.023,100.72,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2013,18.882,4.49,0.453,51.84,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2013,0.0,0.0,0.0,104.4,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2013,90.142,19.79,44.17,61.84,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2013,31.672,6.23,25.971,66.84,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2014,2.016,1.1,0.091,110.77,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2014,15.798,5.64,0.174,68.76,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2014,2.359,0.61,0.028,93.67,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2014,18.996,4.52,0.456,55.08,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2014,0.0,0.0,0.0,106.2,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2014,91.73,20.14,44.948,65.08,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2014,27.4,5.39,22.468,70.08,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2015,2.758,1.5,0.124,97.48,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2015,18.753,6.69,0.206,64.63,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2015,2.966,0.77,0.036,87.12,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2015,19.11,4.54,0.459,58.28,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2015,0.0,0.0,0.0,108.0,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2015,92.528,20.31,45.339,68.28,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2015,23.132,4.55,18.968,73.28,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2016,3.773,2.05,0.17,85.78,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2016,22.261,7.94,0.245,60.76,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2016,3.73,0.97,0.045,81.02,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2016,19.224,4.57,0.461,59.94,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2016,0.0,0.0,0.0,109.8,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2016,92.307,20.26,45.23,69.94,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2016,18.906,3.72,15.503,74.94,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2017,5.162,2.81,0.232,75.48,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2017,26.426,9.43,0.291,57.11,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2017,4.69,1.22,0.056,75.35,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2017,19.34,4.6,0.464,59.27,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2017,0.0,0.0,0.0,111.6,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2017,90.769,19.93,44.477,69.27,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2017,14.776,2.91,12.116,74.27,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2018,7.063,3.84,0.318,66.43,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2018,31.37,11.19,0.345,53.68,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2018,5.898,1.53,0.071,74.0,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2018,19.456,4.63,0.467,56.6,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2018,0.0,0.0,0.0,113.4,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2018,87.526,19.21,42.888,66.6,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2018,10.818,2.13,8.871,71.6,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2019,9.663,5.25,0.435,58.46,Denmark,Europe,High,2050,Solar PV,Renewable,45,2010s
DNK,2,2019,37.239,13.28,0.41,50.46,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2010s
DNK,3,2019,7.417,1.92,0.089,74.0,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2010s
DNK,4,2019,19.572,4.65,0.47,53.17,Denmark,Europe,High,2050,Hydropower,Renewable,24,2010s
DNK,5,2019,0.0,0.0,0.0,115.2,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2010s
DNK,6,2019,82.076,18.02,40.217,63.17,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2010s
DNK,7,2019,7.137,1.4,5.852,68.17,Denmark,Europe,High,2050,Coal,Fossil,820,2010s
DNK,1,2020,13.22,7.19,0.595,51.44,Denmark,Europe,High,2050,Solar PV,Renewable,45,2020s
DNK,2,2020,44.205,15.77,0.486,47.44,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2020s
DNK,3,2020,9.327,2.42,0.112,74.0,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2020s
DNK,4,2020,19.69,4.68,0.473,50.6,Denmark,Europe,High,2050,Hydropower,Renewable,24,2020s
DNK,5,2020,0.0,0.0,0.0,117.0,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
DNK,6,2020,73.758,16.19,36.141,60.6,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2020s
DNK,7,2020,3.882,0.76,3.183,65.6,Denmark,Europe,High,2050,Coal,Fossil,820,2020s
DNK,1,2021,18.087,9.83,0.814,45.27,Denmark,Europe,High,2050,Solar PV,Renewable,45,2020s
DNK,2,2021,49.52,17.67,0.545,44.59,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2020s
DNK,3,2021,11.729,3.04,0.141,74.0,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2020s
DNK,4,2021,19.808,4.71,0.475,50.1,Denmark,Europe,High,2050,Hydropower,Renewable,24,2020s
DNK,5,2021,0.0,0.0,0.0,118.8,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
DNK,6,2021,62.627,13.75,30.687,60.1,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2020s
DNK,7,2021,3.296,0.65,2.703,65.1,Denmark,Europe,High,2050,Coal,Fossil,820,2020s
DNK,1,2022,24.746,13.45,1.114,39.84,Denmark,Europe,High,2050,Solar PV,Renewable,45,2020s
DNK,2,2022,49.817,17.77,0.548,41.91,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2020s
DNK,3,2022,14.749,3.83,0.177,74.0,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2020s
DNK,4,2022,19.927,4.74,0.478,51.91,Denmark,Europe,High,2050,Hydropower,Renewable,24,2020s
DNK,5,2022,0.0,0.0,0.0,120.6,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
DNK,6,2022,53.977,11.85,26.449,61.91,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2020s
DNK,7,2022,2.841,0.56,2.33,66.91,Denmark,Europe,High,2050,Coal,Fossil,820,2020s
DNK,1,2023,33.857,18.4,1.524,36.0,Denmark,Europe,High,2050,Solar PV,Renewable,45,2020s
DNK,2,2023,50.116,17.88,0.551,39.4,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2020s
DNK,3,2023,18.547,4.81,0.223,74.0,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2020s
DNK,4,2023,20.046,4.77,0.481,55.17,Denmark,Europe,High,2050,Hydropower,Renewable,24,2020s
DNK,5,2023,0.0,0.0,0.0,122.4,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
DNK,6,2023,42.263,9.28,20.709,65.17,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2020s
DNK,7,2023,2.224,0.44,1.824,70.17,Denmark,Europe,High,2050,Coal,Fossil,820,2020s
DNK,1,2024,42.014,22.84,1.891,36.0,Denmark,Europe,High,2050,Solar PV,Renewable,45,2020s
DNK,2,2024,50.417,17.99,0.555,37.03,Denmark,Europe,High,2050,Onshore Wind,Renewable,11,2020s
DNK,3,2024,23.322,6.05,0.28,74.0,Denmark,Europe,High,2050,Offshore Wind,Renewable,12,2020s
DNK,4,2024,20.167,4.8,0.484,58.35,Denmark,Europe,High,2050,Hydropower,Renewable,24,2020s
DNK,5,2024,0.0,0.0,0.0,124.2,Denmark,Europe,High,2050,Nuclear,Low-Carbon,12,2020s
DNK,6,2024,30.529,6.7,14.959,68.35,Denmark,Europe,High,2050,Natural Gas,Fossil,490,2020s
DNK,7,2024,1.607,0.32,1.318,73.35,Denmark,Europe,High,2050,Coal,Fossil,820,2020s
KOR,1,2005,0.312,0.17,0.014,350.0,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
KOR,2,2005,4.095,1.46,0.045,120.0,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
KOR,3,2005,0.0,0.0,0.0,180.0,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
KOR,4,2005,46.8,11.13,1.123,55.0,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
KOR,5,2005,78.0,10.0,0.936,90.0,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
KOR,6,2005,130.397,28.63,63.895,65.0,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
KOR,7,2005,130.397,25.66,106.926,70.0,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
KOR,1,2006,0.427,0.23,0.019,308.0,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
KOR,2,2006,4.861,1.73,0.053,112.8,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
KOR,3,2006,0.0,0.0,0.0,167.4,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
KOR,4,2006,47.081,11.2,1.13,58.22,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
KOR,5,2006,77.291,9.91,0.927,91.8,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
KOR,6,2006,139.221,30.56,68.218,68.22,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
KOR,7,2006,123.46,24.3,101.237,73.22,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
KOR,1,2007,0.584,0.32,0.026,271.04,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
KOR,2,2007,5.771,2.06,0.063,106.03,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
KOR,3,2007,0.0,0.0,0.0,155.68,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
KOR,4,2007,47.363,11.26,1.137,59.93,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
KOR,5,2007,76.571,9.82,0.919,93.6,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
KOR,6,2007,148.067,32.51,72.553,69.93,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
KOR,7,2007,116.338,22.9,95.397,74.93,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
KOR,1,2008,0.799,0.43,0.036,238.52,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
KOR,2,2008,6.85,2.44,0.075,99.67,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
KOR,3,2008,0.0,0.0,0.0,144.78,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
KOR,4,2008,47.647,11.33,1.144,59.32,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
KOR,5,2008,75.839,9.73,0.91,95.4,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
KOR,6,2008,156.897,34.44,76.88,69.32,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
KOR,7,2008,109.03,21.46,89.405,74.32,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
KOR,1,2009,1.093,0.59,0.049,209.89,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2000s
KOR,2,2009,8.132,2.9,0.089,93.69,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2000s
KOR,3,2009,0.0,0.0,0.0,134.65,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2000s
KOR,4,2009,47.933,11.4,1.15,56.67,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2000s
KOR,5,2009,75.096,9.63,0.901,97.2,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2000s
KOR,6,2009,165.658,36.37,81.172,66.67,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2000s
KOR,7,2009,101.533,19.98,83.257,71.67,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2000s
KOR,1,2010,1.496,0.81,0.067,184.71,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2010,9.653,3.44,0.106,88.07,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2010,0.0,0.0,0.0,125.22,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2010,48.221,11.47,1.157,53.25,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2010,74.341,9.54,0.892,99.0,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2010,174.285,38.26,85.4,63.25,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2010,93.846,18.47,76.954,68.25,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2011,2.046,1.11,0.092,162.54,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2011,11.459,4.09,0.126,82.78,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2011,0.0,0.0,0.0,116.46,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2011,48.51,11.54,1.164,50.64,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2011,73.574,9.44,0.883,100.8,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2011,182.691,40.11,89.519,60.64,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2011,85.972,16.92,70.497,65.64,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2012,2.8,1.52,0.126,143.04,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2012,13.602,4.85,0.15,77.82,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2012,0.0,0.0,0.0,108.31,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2012,48.801,11.61,1.171,50.09,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2012,72.795,9.34,0.874,102.6,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2012,190.762,41.88,93.473,60.09,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2012,77.917,15.34,63.892,65.09,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2013,3.83,2.08,0.172,125.87,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2013,16.147,5.76,0.178,73.15,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2013,0.0,0.0,0.0,100.72,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2013,49.094,11.68,1.178,51.84,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2013,72.005,9.24,0.864,104.4,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2013,198.351,43.54,97.192,61.84,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2013,69.691,13.72,57.147,66.84,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2014,5.241,2.85,0.236,110.77,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2014,19.168,6.84,0.211,68.76,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2014,0.0,0.0,0.0,93.67,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2014,49.389,11.75,1.185,55.08,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2014,71.202,9.13,0.854,106.2,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2014,205.261,45.06,100.578,65.08,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2014,61.312,12.07,50.276,70.08,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2015,7.17,3.9,0.323,97.48,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2015,22.754,8.12,0.25,64.63,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2015,0.0,0.0,0.0,87.12,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2015,49.685,11.82,1.192,58.28,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2015,70.387,9.03,0.845,108.0,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2015,211.237,46.37,103.506,68.28,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2015,52.809,10.39,43.303,73.28,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2016,9.81,5.33,0.441,85.78,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2016,27.011,9.64,0.297,60.76,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2016,0.0,0.0,0.0,81.02,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2016,49.983,11.89,1.2,59.94,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2016,69.56,8.92,0.835,109.8,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2016,215.935,47.4,105.808,69.94,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2016,44.228,8.7,36.267,74.94,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2017,13.421,7.3,0.604,75.48,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2017,32.064,11.44,0.353,57.11,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2017,0.0,0.0,0.0,75.35,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2017,50.283,11.96,1.207,59.27,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2017,68.72,8.81,0.825,111.6,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2017,218.902,48.06,107.262,69.27,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2017,35.635,7.01,29.221,74.27,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2018,18.363,9.98,0.826,66.43,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2018,38.062,13.58,0.419,53.68,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2018,0.0,0.0,0.0,74.0,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2018,50.585,12.03,1.214,56.6,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2018,67.868,8.71,0.814,113.4,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2018,219.529,48.19,107.569,66.6,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2018,27.133,5.34,22.249,71.6,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2019,25.123,13.66,1.131,58.46,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2010s
KOR,2,2019,45.183,16.12,0.497,50.46,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2010s
KOR,3,2019,0.0,0.0,0.0,74.0,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2010s
KOR,4,2019,50.888,12.1,1.221,53.17,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2010s
KOR,5,2019,67.003,8.59,0.804,115.2,South Korea,Asia-Pacific,High,2050,Nuclear,Low-Carbon,12,2010s
KOR,6,2019,217.002,47.64,106.331,63.17,South Korea,Asia-Pacific,High,2050,Natural Gas,Fossil,490,2010s
KOR,7,2019,18.87,3.71,15.473,68.17,South Korea,Asia-Pacific,High,2050,Coal,Fossil,820,2010s
KOR,1,2020,34.372,18.68,1.547,51.44,South Korea,Asia-Pacific,High,2050,Solar PV,Renewable,45,2020s
KOR,2,2020,53.636,19.13,0.59,47.44,South Korea,Asia-Pacific,High,2050,Onshore Wind,Renewable,11,2020s
KOR,3,2020,0.0,0.0,0.0,74.0,South Korea,Asia-Pacific,High,2050,Offshore Wind,Renewable,12,2020s
KOR,4,2020,51.194,12.18,1.229,50.6,South Korea,Asia-Pacific,High,2050,Hydropower,Renewable,24,2020s
